,user,text,favorite_count,retweet_count,created_at
161,FoxNews,Biden draws criticism as he repeats false claim that son Beau died in Iraq: 'Continued mangling of the truth' https://t.co/i27ChUlfcq,565,159,2023-05-23 14:07:43+00:00
162,FoxNews,"READY FOR CHANGE: Sen. @MarshaBlackburn says it's time to 'end two tiers of justice' and bring accountability to the president's son, FBI and former first lady. https://t.co/i5YWZokEUo",3607,619,2023-05-23 14:00:15+00:00
163,FoxNews,"Girls high school track athlete's thumbs down gesture wasn't aimed at trans runner, school says https://t.co/wXKBw0bJfX",50,14,2023-05-23 13:55:07+00:00
164,FoxNews,Kari Lake loses last claim in Arizona election challenge https://t.co/vm9D1UpMHv,152,41,2023-05-23 13:51:24+00:00
165,FoxNews,"BETTING BIG: Gun expert is asking academics to put their money where their mouths are and wager $1,000 on Brazil as a case study that stricter gun laws won't mean less crime.
https://t.co/a7zplRKZQU https://t.co/1XE1p54tqo",128,27,2023-05-23 13:45:13+00:00
166,FoxNews,"OPINION: Durham report's shocking findings still rejected by this group, despite media lies about Hunter Biden, Trump https://t.co/Ba4RGR8NbN",133,27,2023-05-23 13:40:06+00:00
167,FoxNews,"Indiana youth basketball game descends into chaos as parent, ref brawl https://t.co/bzQCWkQ3ve",31,8,2023-05-23 13:35:06+00:00
168,FoxNews,EXCLUSIVE: The founders hope the index will help voters be better informed at the ballot box. See where your lawmakers stand: https://t.co/gpFUFIBMgE https://t.co/eTJmao8gfe,59,17,2023-05-23 13:30:11+00:00
169,FoxNews,Idaho murders suspect Bryan Kohberger allegedly stalked another female student months before massacre: report https://t.co/BP2iR7Wfob,45,13,2023-05-23 13:25:12+00:00
170,FoxNews,Heartbroken mom of 20-year-old who was allegedly killed by MS-13 gang member sends fiery message to Biden https://t.co/lj1ShgbFqv,272,75,2023-05-23 13:20:05+00:00
171,FoxNews,"'TRAGIC EXAMPLE': @Jim_Jordan and House Judiciary Republicans pin blame for release of alleged MS-13 member now charged in woman's murder.
https://t.co/lkelm56STl https://t.co/bG6c11qHQz",1041,249,2023-05-23 13:15:13+00:00
172,FoxNews,Dodgers' latest reversal on anti-Catholic group's invite to Pride Night draws backlash: 'Disgraceful' https://t.co/sSBi1sh6hJ,108,39,2023-05-23 13:10:05+00:00
173,FoxNews,"Digital seance: New AI tech will mimic speaking to dead family, friends https://t.co/pU1Uz9USa6",25,7,2023-05-23 13:05:02+00:00
174,FoxNews,Father jumps into action to save 1-year-old son from drowning in pool. https://t.co/3SrdjbUJUQ https://t.co/0OUuvvKpol,267,32,2023-05-23 13:00:07+00:00
175,FoxNews,"Unsettled weather in Plains states will bring threat of tornadoes, large hail https://t.co/ed35L2BFzl",33,11,2023-05-23 12:55:02+00:00
176,FoxNews,Charges filed against driver of U-Haul truck that crashed near White House https://t.co/mFaKdnCymd,62,18,2023-05-23 12:50:06+00:00
177,FoxNews,Kate Middleton says she's 'not allowed' to sign autographs when asked by child: ‘One of those rules’ https://t.co/ANlOFQvtBO,73,15,2023-05-23 12:45:02+00:00
178,FoxNews,GREG GUTFELD: The NAACP doesn't want people to catch on to the fact that Florida is a great state for all https://t.co/U4A3LUstNH,1151,183,2023-05-23 12:40:13+00:00
179,FoxNews,"Jaden Hullaby, former college football player at Texas and New Mexico, dead at 21 https://t.co/EXdAiHJEMu",44,19,2023-05-23 12:35:33+00:00
180,FoxNews,"Poland says no to any ‘artificial peace plan’ between Ukraine, Russia https://t.co/mkMhYrdRMx",73,14,2023-05-23 12:35:33+00:00
181,FoxNews,"'THIS IS CRAZY': @DaveRamsey issues dire warning to parents coddling their kids, saying they're not doing their children 'any favors.' https://t.co/jdraxcWEPu https://t.co/cYCI6pgVbt",244,47,2023-05-23 12:30:10+00:00
182,FoxNews,SI Swimsuit model challenges Victoria's Secret in provocative photo shoot https://t.co/dXJPdFqyp0,59,8,2023-05-23 12:25:14+00:00
183,FoxNews,"Michigan man charged with manslaughter after his girlfriend's 2-year-old son found gun, fatally shot himself https://t.co/CurqXVyk1i",53,7,2023-05-23 12:20:07+00:00
184,FoxNews,JAWS OF LIFE: Shark attack survivor's quick thinking saves his leg. https://t.co/9hNzrCH3S2,87,18,2023-05-23 12:15:04+00:00
185,FoxNews,What is Black Box AI? Experts explain the hidden decision-making of artificial intelligence machines https://t.co/ExxodKzm3j,34,16,2023-05-23 12:10:04+00:00
186,FoxNews,Firearms expert taunts pro-gun control academics with bet on rising crime https://t.co/2LjEkUlXXk,82,13,2023-05-23 12:05:06+00:00
187,FoxNews,"ROYAL REBUKE: Lawyers for the government opposed allowing wealthy people to ""buy"" their own security from the police.
https://t.co/5uKlcLt3qK https://t.co/hRNORpedCE",90,10,2023-05-23 12:00:03+00:00
188,FoxNews,Seattle official will not resign after yelling at Marine veteran concerned by sex offender's board nomination https://t.co/O7bLs3zyJS,53,17,2023-05-23 11:55:04+00:00
189,FoxNews,"FOX NEWS FIRST:  Biden, McCarthy debt-ceiling talks ‘productive,’ how AI unlocks our brain and more top headlines

https://t.co/wccb3JdCfQ",32,10,2023-05-23 11:51:04+00:00
190,FoxNews,Tim Scott fires back at 'The View's racially charged attacks: 'My life disproves the lies of the radical left' https://t.co/SdgP7A6sph,955,92,2023-05-23 11:50:07+00:00
